query_id,answer
GEZyfdHwa9BNb46Z,a1d8ed7d8b4279f9 3613800ff0225545 6eda0bebbbbe30d7 f2e3eaac7138a61e 22f1bac7afe5100b fc793970aba7c572 a9544b349e9b2dd2 73d55274afbd37e9 f0e96fcc3955a7d0 53ecbcfdc53e8352 daecee2d4222a0d7 b1bf107db639bb1c 8524bdcaaf35c20c f1f5295a8948c82f a9388236c8c2ee4a 616eb21a80ba953f 93275bc774f5ebf5 bfbb72ed6f6df37a 18fe1484220906ae 1e84173a106ad3f9 2c56ebeadf1fc403 1c2c3467d60e4c50 c3ab71008db967da 9037c404cca89f05 d841ea6977502d2c 49e0b9b0dc34c8d0 167d0298e575ae34 f68511b0e5d6517d d2b9033dcd70a24b 3fdbd7986c36e03e 76555e9357e7f6f6 c02fc1779b75dfba 2e333861f7ef8963 9cb74a642efdfe88 0581201ac65ad26c b3a6f6d4694212fd eead99300f4094b0 5004c485e1952e78 1482a46fbe69df8b 7f8e25ce7fb12082 0f8344800933b08d 7008c6a1205d07e6 90bea21acb62145e 8419755115386780 3b9ff85bbcb05d1c fd7be8c32e0f2574 0794a5b2c7b6913b 0d6dad13be76e995 c34f17d0723b74e2 bf475cd877db10d5
yBWLWCQkxQsLrnQ8,0a55994b094ddc47 b9856837138bc718 48a7349b36c43522 0fa657f6e4ccb3c1 6f935e6da0bb9c10 ac246855562c4777 3db11268f7326863 bd450506f8305a29 3b0e18dc3df0a3ac 8adca9ba3f711ff0 c6bcc89e7654e011 799e05e758ece8d0 93cd3d93fa8e7bb8 b1f75edb500d4831 fa8f35d9212695a7 6772c107e2edb6f4 d03927ee79f01da9 87ac9421765a63fe 1623d77cdce02ce4 2cdfc85769a23015 941957040c76af2a 3543fcdbd73c3993 10c5815b1e36b413 38a0be0e5706f55e 981dfd82040fe8cb 03642c0b345819ea 6360a7bcd9567204 23cd264097116d27 1ec7f67619a2fbcc 25ed5f27a969eedb 91ae675bb1b75a62 361e87c45ef0922b e11f08376e4f67d0 43573f0d54decd6b 688cdae07a2703f3 e327868a6e1bdf00 8ac8ad21e83bce08 12a320902fc9a751 9e54188bb26d689a 2d74152d58c86f18 258495273ec1aee8 c3a239003e31cf02 e2c30e5a036b28ee 43eac1356498676c 33e082b074ff1584 a6299fc0bcaac836 4eb66aec6f119e38 8a2ca936f78583e4 d266d03a8cf4de51 aa8d6cdad11b2027
5NsgrLPMUDDoPpEk,1b2f0d1296d2bc51 46c74732bccb17ad ef38ce08f0bacb2a c237800bfe58f98c b3cca3babf83e340 1b736da445e8a046 02571ac53d8ed79e 75fccca2841a6f90 ca459c7e62bbb125 306210751443940c a9564ac91574b4f4 8ecc36aa20c47480 9fd3a47870fb1b51 ffe44c36759de930 6d5c7b2b94ce5658 8bd6211b2266142a b7c1cb9b67a96a17 f45ed2823b4160b2 da14021499eeae03 a327453dd98fd913 1943dedaf5ba808a a916dce82b1f4438 a18f070fe2be0e4b a6e8326b41707746 09a44c33b074dd17 6aa8ff6ba6e8ced2 bece7a4c488619b8 af5cd860352538e2 c227baa9357b8b52 41cab9af4909f853 64f9efd99ef98a1c 6427efbc7b4378bb 87a86b15930a6790 c09044d63d4cb0b5 9c5fe3eb06675060 a1c26b4b1df617d4 86c687c150637c1f 823e9470f059d6a3 a1591fc9484b6a35 a5564e8368a2acfb 42e4fa2ec608ee06 1e75956ebb90767b 7012bd8dc5f43eda 8343faedb6ef0b18 8c4b4857e1007ab1 f4cb4bd417bd3fde bb2b984df31366f4 b0bd5947de09507b 3cfa7927ab7c2c42 abd4e06124954bc2
AmnFzG6ZpCaI1LX4,560b4280692172fc 98112351f972c2ed bc57c3374dc61b5a e091df1a1e79e879 96f0a52321f955e9 251ec49bfcf14441 1ee30d4508b9f152 8bc6b02437db2d00 166e91570afcde74 346184e50eeefa8c 8f838fdf09b1a819 b0a44bf2bbb8112a cffe35e6a4807134 2d9fbc8d03b0ad17 f5a5e8d16f8039e1 7dcb4183957f01bb 4dffc4a2e0bad312 2836958493a7d78e 13e599b1225b9d9e 9edc19c6d43018e8 e8d08b85550bb193 aeb9505a75678879 81a2691e8dbb6464 93873d3639cfff34 ccd7491af2b609b9 662f66dcd1d8b836 9af369bdf65a3f84 85b4de9c8d956a44 6b11185080f7efcd 1ec873fed13099e0 f224e90a9c4e2104 d134c0e53255ed10 ff79a96daef8e8df 979688429b772235 cde03d27eb4b3762 b367273c78fb3039 ec828d8f157472ef 24be0a36b822f64b 618f5bd12a4d1014 3a2de94672b43433 048cefcf02ff2ec8 c62d35f1f26ffb3d 8ee390f9329197a1 8cc8d45f23c0fbf4 17d33353bd13576e 0fcee111683f9be4 26e1dae14448714e dca3eacebb6e3e6d dfc5e2ef034c2bae 66654f73c140a76c
bsTUiK1zhNWkTkPT,0b511454064b9bb0 ed3b134fc0e87eb2 1078418c03260fbe 7730083dced5bd7f 8a14c79011886505 b223c375d9eb66be 0bbbe83baf037f44 86f9f13b883d90b0 6e1aa20c8b51c086 94b6894e46c00b83 7e94d57cb67158d9 552490690dd7e826 b0bc33e3a7259d38 f651bd8a0ca8ae99 30e08093767ae778 2b3d69d9db9798ff abb72c0f4aab9648 21ddbf29c4a4bef3 2e941744f1ef9d24 2bd254d1076d32c1 e9cfecd6023a8f20 65606ee59c42b044 64e0d22592d4ae40 905db344bd3eb865 add22e1fcaadccb9 c1a63e12420441b5 4d24252f10733c14 f73126b17ded54a7 290d91c0aaeccfba 6213c7d2c0decd8a 0e98714d7bf5576d ea4d9852415cb55e f34d42d836299f12 287aec219652cc12 7d000f322182e164 b67bcbefdb6f4b57 c05b9c01ad684ac3 ee007f4ab6cdea67 46df7c290ed052f4 87e1371d7dd5ab0f e2e86634abbee660 1e0e731b8ef69c83 d35ecfa52925dcf7 5482b02dff370599 2effb2e8fa1eb958 b76c1d502b8e175d 4e2d902482a3e6e7 4cb974d584ccb6f5 e22338ba039c53b4 2d6382c8d0b7af48
irqg33cIxAbe8BZy,8ab08e9666b4f2c6 757f8ef3f0865fa7 1593aa40c2724286 1435905725b40e87 d68143daea029db9 a83df3dd121aab96 3e6bbe0a72d8fe9b 27a9e24ce6b31292 0088318b158b42c2 8765552431bc52dd d0983eef9c371b00 a334fe3d98a38024 15c9b71bf72b6e2d 2ee1d312aa853db7 936b23080ecf171f 1f060fe1031eee91 856d06fa75a2278f 70c1de27e2364eef fad47eae684cfe9d 625e0d4c1fb5224d a94687df8d827152 adb33cac79def8f8 9eeca669bbb5f6fd c02da0d5c7be245f 88ba36839aa3620f b5a6455ca78ae734 a28731812a5b2342 f8e84f3e1970ea02 694dc6ff82183a1b 411d4fa1c094f15e 68eeda8d75061160 e0800d2a6e686d20 d8a2e3638e41c600 bd32e9a29babd2d5 a91d2b0bf40621ed 158bdc887a5a9997 ca496e89919215f4 3d6d6d1ba1f2b326 2f9232c848933cea 9eb459778aa14fd6 6c317a5e21af3355 9a61b7de6b7099b5 c08d704b84eed3bf 82abe7d32c36d9d7 7409c8306deaa9a7 dc82fcc08a2aa670 117882476bf78856 233dabd10a943aa3 4212138e4b7bd1f0 97a86b371b4a0c00
dZDYEc5CnzUty3JX,8e8c5ebec7c1c69e fda3e0112c7d766c 196797a9822d8d6b 72913dc3bab6a587 3206f37bd8613318 3a0fd1f023b13f45 99179928f4e9e979 32da95bb8db64a54 814b783fdb779416 25f1bf1818a9dba0 9ded73359c5ee24d 4658f879c5a59482 af7fe72724d2f4c5 994859e509a3c6f4 0f6371624b5613b4 e70427e475b714fb 2dadfc48de5b8389 13ae06b0b6117ca9 b6c3aa08d8dcd9e9 7544a939f9a62fd4 93d8d731fdb59922 34c038398624d1fe da8b2d2745da3ea5 a074d05ff4c8a449 240b32a6dcb1f2b1 4fc82224977c133e 9184deb3c1a2ca0c 03c710399c56dc40 cc7939e157f12920 49b7c511b9eea4b8 51e12038981e0e61 f04316f1b9fe94c3 ee61ec26d0b84b17 dd8e475816e0dc0d 36201dba16095faf 5290e38801d881f8 ed5c0de3a3fc2906 5916f880672fb4bb 892d2cc9a0db18ba b03f8cad1b5342c3 4c6333db144db025 81b310e82af5359b a4d25aefcb965cc3 8dc82ca76301b3fb 12764ce609de2b21 9b91005189a3919a 894bec617f2014b4 b924adc0b9c61918 1897fe1a382106ce 53b4a5c381bba29d
eUwa2AyqRhNVVsJm,915c9ddb99dad93a 216fcac81a6e6ede fe62f4167a00ad05 eea40616911ab02e bcfec02c9288346c b337849c20120ffb 2707d6d11509f039 8b167670ec4bb84b 06550c43a9559e93 74dcb88526ec2e20 c62b60599aafe8e3 b373bad2f00803d8 eee96080884a0f8c a59db0f70e23b64e 3acaf048918f3118 b4e52b6aaef777d4 c48e7a2ad2b2e8db ad2986475347c9df afe098de2177bdb7 b1bd39781e611673 5a6e24e2cd28b9fa 37763609beed5dc2 56309c2e0244a6b4 05aebee2ba60adff ace36f7a35ac4827 754e2748318a68cb 34d8c8336ab1fec4 9aeaf263be530eca 0bbbd476ee384af4 5019f1f3c93193f4 d0f4c5a4d69d08e9 df06da0a4638c73f 3a85b3a5a67836ee 4ddcc05cd5994a0d 0c5970cbbfe72596 7190fdbcdcc5dbe5 64f57041b80aac61 c8c3d694b85bc229 b7365099f206a872 350c812d98fe4bb5 93fc5e6118c41baf f5e4b20b012ea0af d02e734e2e4e8572 ab66146d0ad5bd4d b10a5b59427a238b 832d242eef39babc 5acde6e9e2134341 8bb92e20bc286757 1b6ae447c1fbcc84 7af6245405181a68
b46Ti0Y4RlPmTs3z,4e9a7e388ae05a33 79480fe5afd46e4d 67b23c78d11599dc d64942a4c82ffc40 0050eaa35fd3f871 801babf2f05df624 a0dbc51f4dedfe18 73ffe557d8014ae1 6aa0e350eac7225c 772c50c421b7d536 1cb06bfa8bc4a78b 90d4de4b73d11fdf c3b2f96bccda12d7 3862bcbb44e2e55f e4e31231bc8a4d4e 741153a34fb8e2ef d69dfe89c87a19e8 783d127ab187ab9e c04570aace8c64b8 ada9ffec90bc6330 51279291ff39d6c8 fdfba2b858275265 5f998e6da117fa56 fa0a24051f3d633a fcb60c019ea0fc13 174591eba78e5ce7 1897a4fe3ec29b75 4c881c7c34e82ca5 031f49de6c949387 11d59d7d867f17bb 0980714751f0b925 2276ccdbb2103f1f d552871ad57b437f e8aaeac721d8640c 5e3c7abf40f3dc8e 7afc4435a67f2196 a26c2f86a329c813 1d824f178f1c6ab3 447a164124cf52f6 3a469db4f6a49156 41ca576ff310f156 2f57e2f1e04501fe a6337426ed105d68 f077504b83e81a9b df34debbfc58aedc eca3441a5ef68f78 1bb4252a5b7d4b32 6d365aba1f84e576 4036a79e73039369 3cd41b0856ef243a
7JWuO18vkHPT8Uit,972b032082e0d6d7 06e000936c51f382 2f09c85e9fb4f7b5 6304f38f95fde162 7b01d29ec2782b0c 7aea5a20ed829a73 4403f4e92baf59c1 c1d6fd9dea7222d4 da8e50dbc2fa8f23 8b4b28825ac2657f 437c3c5eaf632b92 1c877f3161a40140 ad0ad3b99a39cd44 7ffa0a38b84c61da 7dc73d40f357c2d9 647a05e4cdfa6ead f5e38e707824e6d9 030d650eca608ce0 b9980b41ef38bcfe 05fed51a75fc9378 3c71bbde9157a6d9 13bcbf7aeb0cfe4b 9e2773f7a2b66094 cd2e591476aa0f52 f3d84e315486d91f f1b5b14d7d9c4afb abf599bb148d6a8e ee1b88aedae55c74 e4538cc2981227e2 bfb4797eb2c77da1 f1a4f357f375ce32 4535576723d1a052 0dfd4e4f36917238 52e2224048b58bb8 8bb312a29e8b3ee7 b255851651c40922 96ab955b75e9e6bb 88f014ec6091f6cd 4e1908e7f0dd7aea 51e606997db56487 11b94b85ef236592 7037e9373f65e37a 5060552cad974f02 fff61db88820d91a 28bd2778e48780cb a568c10bd364a78f 2d667d0905e56537 88bc016633f1e2af 1edf1b0acd0c2644 f866b8f348a6ddf4
oxzimuUCklPjczkg,abd15ccb7af3baec 2a9bee0c4bd41a1b 02c697d4a9e33f06 f7152cceff411a1e b7cf7ea15a6ba93f f506f5f8673cc2b8 fab50aad382f0d61 5655ce8a771ca6dd ce27fae90d76ecfe ff793d49a4ee7347 47428188521e2316 e84e1b71f84546c2 48539861dae6fc04 c3cef6639024c88f 2b058ba7ec9ac61e bd6055f735f619a5 80ac1eda7698d9cc d31f4df6d9fcc739 7084a95b23d26e1c f8527c54ea7ed01e 3ddaaef29b88fa88 f29623e1c2312955 3043b110055c4f10 bbfe0f8454ef40ef 8227dfebd3f027be 16151c89076ab052 62da60988129f878 a7e74d743b6e355c d30c178307789fec 7e0a326ab2d3fa82 7e29c8f64b196542 242557b4c6d1f275 7ad53c979902fd68 9d48139624857bb5 02793e1aa66bb3c9 acd406695be4c2d3 9d05aa9dea6d865c abf2cfebfcebb081 d8c324fedfc66f40 8d06f51e8ba006ff ab22ce38f56f877a a97a4c103ee3ff0e 9d902d3c75bc67df 51726c210e342fcc b8499b64088e7a85 4bfbe6c756e97dc7 88f02e89444a70ac 548e9cc88e5818d3 ea15c9d9c444dbf3 384eb78870bebcb1
jqt9lVv74ocO4rZj,90fb104d505e4cfb 9cca6c241a6f0b27 486ddb96cb9ed438 f33ce78bef84a197 f6513c357005a7b5 fc929e1dd1c0eb7b fdb7854a99e3aba4 1076d46e6715a21e 8b09ec5d07579dd1 3a1f6a0a70ca7029 41181038093e6a6d 7ff2c0b65476ebe1 f1b4654cbef0a788 b6df606ebdca00a1 5a3d736ffbe3ca0e 5102df2eeff86020 85cc3ec454b72935 c37b881a4a7dcf35 52eb8f0bf7964541 9f53827c1f99f4fb 6cc69b7f76b0366f 9a832e61673ad03b c66fe684dbc6d75b bfefbc1deb7d43c1 5b00a800491fbc87 badeb394652d77ad 628d0b039ba97cbc b21439c37e51b624 8cdac56e78648908 57c98b7800f165ca 1bf351ce6354fbe5 55e90d19fcd73757 ed9fcf44928fbfe8 ebae9d14becaee21 7ff4f474a062ba1b de2be07cb7fa0f7b d32749ca0e43d30f 0bf7c8f05932a7ae ab4a7fd51c1cfa05 d760da5cb7e5768c a74f806123fb7678 65044009b99fa488 f02e981d79673772 4067e0b2655a3cdc 9a4395678f9fdab0 651db81a979d8249 3e8d80ffcd871c7c 87bb764e0f55133f 6123561ff653b9d1 1df7fadec535ed1d
ksaJRMW3YbCwoXEU,707df5180102a022 14b633746ced9e37 6bfb81f9bde97875 5e020dedf8ee75fc d94a0c7a5dab7ce0 8e845b0b68949575 102762a9f2cbe856 2dcfd5e1ce9e95c1 6c019f1aec3a386a 1ba7d7eeea5aaa23 dc69d17f33e6187e 9e1bdb7c26396d01 e3f0d181aebc2870 c144f048a1f10bfc b6238ac071031a68 7181a4d18079a786 32e0c2ea1fba7aaf a011c645f0c05254 1040c34fc409dce7 b872e0c3562daadc 1e72b94029c3cdc1 298045db4d9d4f4b 5ae810fbb6418875 5a12d4a06349910d 3cc6f010ca4462e1 f5dd3c32c92a13dd b5a98aa0765fbee2 8e0a8fafa0710d82 246c2c836893d04d 29f117af64cc0703 977241ebc6df7c1b b61bc2e7d887aa25 3fd78cb92299da53 db69c5822026c96c 1071a2c11c269f53 2229169272c16acb 8ac960303130fe49 f8e37a05b8fd1ccb 0db4d06a552528b4 e0c807605d347046 339d1cd8046672e3 9c385fdc8b2038c2 251535dc833cd5db 18a6bf5f36803c61 d0b9ebfbe83a38e5 b55f5349ad122ba7 57c4ac60e7a55dd4 2f3c5496f3bbbb77 319ad804f79878eb d16e0843636dd2cf
vym13Ay6999MXzEw,da1fd2baaeb41ebd 8cc66c4e09e3299e c98dd72b7d3b005d ec717934b8af5cc6 681e8442270d0e51 12ba1873af45f09d 72e2b32a16085ecc f5adfb74e4f23b8f edfff50a5d25cfab 22defc09256f226f 7a8d20fd4e22fbbb 680d0e2671d6209b a906f0105d0eb16a 414b82fa5609cbd9 e14b8af57e4d38e5 10e4452a6e171011 8c92e46920f4e68e 0a6a6a6da19f0e33 c55ecc63c367217e 391e434e8362edf8 eb900282c8fb77a7 cde157cbee623c1f bb68c00d41644cba b65efed1a9c7803f fc91d0bf1a9d9935 97f931e7d9cb2f49 004cab3fbbeb3dec 4f2caf18fda6947d 015657346fb4c3dc c9016f68212794b3 5d667c426a523be5 1f68dd7343b4f2b2 49428f514ebd4014 ba1e0b752847496e 10f5db3e484ddc60 0c4645c08624eedd a1793499075aecf1 e8c6c8d3e28819d1 3e76517d345dd535 fe7708c3f3c28306 995b434d0aeaf746 0289d574fabba3d6 d81fe170c4af2d1f 84fd6c4c3860d4bf 58e22206617bc003 e44b6edbe340697e ba9f1ce6e6611985 81224accf1863efb 255176665c28d07b 318f06824b28ba97
agSYFBNpWDGbxBm8,542d391979ac0d92 a638e56063a76099 dd529d1f88da9d86 623df98697f22a1c 16d9ea100b1fe1ab b517ef332dba2173 df8252f53a747f4d c2c629756ee8bb74 da970ef2fcf11841 9f59f54c8654f894 fee86bd68e80f09f 26e1befe2c03fb7e 4a7e26cd48f852a0 ca8ac1170338467a d31f87bc9744634a 55f48658c8c0ad69 9198e91b55d50436 0f099ec6b07f0e35 46ac929cc6222931 143859cbfd6bf7aa 5c535860233d5f01 1f7e9b4c853c25c5 98fbd9b8526f0621 69ec6686160caa8c 4c2c509b78867159 ce6090772969b38c 9ac60cf99706e301 2bb7df3e03fc8935 3063a1ef34cdae37 d02e734e2e4e8572 1e27e99aac154f1e 6eecee433858d4b4 8353f82b3863ef18 74104b70d5769dbe a72ac8c5051e6749 c6988f13d30f37dd 078b4d54d6217b98 4af50017c3074152 bfb3e5ddf16b0e5a 210069bc821dba7e e8c4173e6b706b83 e4645cadbe013ccb 729f93c53d9230d2 ea133bade4ffecef ebd7ae08dabda02f 52d35ccd56075498 a835f4a05c4251bd 456f7b425c95c2e9 f855c20cf8dad07e 145db72289baf35a
OMhMgjBd8CNUrRSe,c522ec4b3cb89bb1 5f0487e16e2a9003 7d4853dce272e4e2 dcddb17d34021587 c52f65eb3a14ffc7 8a7c9e94c37237f1 47101c58d7b2699a 9493f3c60935bf5c 3c3795c3ec064b89 f5a08bb740e426e4 c968ba03297a0b9a 409195c092fe41be 72fc8a0bd188262b 6dacc7541d00867a 47738bc05939d5d9 226698e2e8c2fa67 5e85fea7051807b5 cff0f213d976f1a5 dca5bee630291e95 a935d90e686f36a7 3fbb8b3f5f2f5dab 5e5131318c37edb2 40bbfb8c86b83d30 854ca87606f22327 7e86e9eeab95dcb1 4d484771fd7d689b cd5e34e1daf91c1e 7ef2c37cc2f2a8eb a343e19c90607e48 b94b4253887220cf 14003000a4c5ff82 fec6db1330649e3f b524a1fe59566c15 c446c487b08f27c7 333b1afc5505a475 608832fff5f1f961 7a65d77b5aed3a84 a4c375fb9c1598ce 50d21c463a8a3b27 34233ae0176b5a5c a34d7a91f4eae282 ed0129ad2b29b8c6 2d425699b6d26c53 b3b9df95384c099d ddddb20685a13192 a6c43cde7d240387 bbaaf83a25316064 eb7a9f2724791367 6a9f9b62950442c0 cc265effaf52947c
tYwyYIDlUFJVoOPA,4134a1270b1e1785 ad578e330f69b8fc e261dc71a69260a3 c5da67dd2e9b03ba 46472e9ed6173313 14b0b7a7e7b3d768 720a18b800c7380d 9aedaf05cfe32fb2 280fe127dc568f4e 643c7faf3b56da48 76828a91127353bb 34cd266888b51832 271dc6293336b3a4 13ab628f5764c7e4 48ddc653ae47da79 c33bc70f94ba8a08 61bc03403178cf5e 479a5c4dbd27455c 3053cee1c11f3b61 cb369d2a9e3b501c bd36412bfc5b52a2 7871527a622b18c8 9fcb54d003411b39 9bc41a774cf34ee9 f2e5f020dc8916de c164f074e809aec4 e05a5d2f69670b13 361cbc83dee3e8d4 6241ffb22a4d63ba 522a43993b5caef5 d5e723ab059baf09 9bbfab867cfa6af5 8932bfe64f0908fb f29bd6d0ee811723 0b2e68fbe587b40a bbb70830ca437830 966477995c960d5c 80e4caaa7e211880 ee76e810ed2d9697 cd84262b9a069122 e17151389b0dd74b 61400b444c7fafbc d15767a3b6d81ff1 6ff2925e76f9bec7 7bef42359cfe4b07 f9e83667eaf3f86a b15292370e9be6ff 5081d2ff240750e8 8b3bc6aa13abee92 e9faeac4bd57c9ef
VclWPqofiC7fDz44,f9bad45e2def9e47 cf8c4a263302e247 e689ae0ae15ada3f f1db3859456cf215 cb454ae11a0aac06 8094622cf453465f ad10939411217f91 d6b02b007c0847d2 87e9efa7da4364c6 18fe1f0d25ce6c4f 4133923f2b637e6b f71a1745e38b42fe e81e69b7657020bc 3d2e2f905116dd35 301e946c3c53aaa7 9cb587345ba4bfb2 3170a70e3174129f 3d3dbcec3a416909 831cf97ac7221821 841ddf6823c71d48 816ed0106fcdad79 0ab7f075faa621e8 0545bc6b637d532e 51b3b458da7ba4a3 09a02261c57eb4d8 e43e184e6312c94f da292a68b23daa34 9ab28ec236aca808 e9b24ba8016af7b5 6d15f5484bf835ec e500986bc6dcd9cd dd0e1deb0fb731f9 b339cded5a07be55 5978b38d8c46dd74 2cb2a41275001569 1bb45fc98d1e7692 380e1c2d63205680 a84fe5bba2288271 cb612f48c04ecbb3 08f57cbfb626a498 fc01901c45b07b31 a4b336d54cc8f847 e66f01a1f49ba089 a681f5f874ee32ef b04837a41287f7d2 4c4aa6778728ee27 96a3c0d2967f608f 9f5bf7318ae5e120 b4523f375be38cb5 0266067e00e5e60d
vlTL7mGPZyA5xp1L,97993dc20e8449f2 1566c50547f3e715 fab387edf752394a 84b36df70210ab5f 2ee86a9ed2c4bf37 6335e7865483fec0 1d949d96fe6cb95c 96e833442949f601 bed10e23259d7965 39715025d8f127cb 39038593db1f9ffa 89ecfeb1f9edaf4c 8476e17c623168ab 9289dbdecfcd3182 089ffa2f13d0d66c acaa4149088c3cac 254f9f5887e15bcb eecbcc38689c54c3 e4338c4d9cafb553 9ba31930cd45b869 95b2acda779bbf11 8ad58e2476e845ed 9bbd9b010dadc911 6ae8cbe0adb55f8d 96df715c6e0ce6e7 c8c8c3ad5963b9da 0f771e7af2533a8b 7936d8cbf53aa468 ea8ac87bbb3a8f1a 30f8fe096342bc99 c5c7f619ffdddb16 5fd6f8118e2117cb 3eb4f26d4b6b76f7 8bba98b825d7de35 93fd97955b83ceef 21ddddf1f3daba79 f41c5df09d0e3cdb ec855360e3764f2a 0076146fd6392329 30a8169fb0950af9 62240cc5c02a5c6f 9f0dc451efb1fa73 497277a628f9f6a7 868e74995ba8fec3 90b391b4de631d1d 961b4718e5bcf260 50ad3ae817e4436c 5d50abe6ed8f916b 61df871e2b8b72b8 342553877086faee
LW0CaWHVcW8kMws9,f9c465a1ff00ab21 f7b2b02df58bf482 08d2bd20096edb73 9998941845b820c3 3d40e3b805eeec34 e5a7a1623a38c7c7 ec1d74c0cce103e5 2d2e30fabe87c770 35713b5d70c6103a d45c908284f0d1e0 17faeee200add8bb c554fe5807a97146 107d2ed79c5397d0 f79f9800afdd6122 32706eeda3a0e816 fc08cc9329bac330 ffec44331d15112d e0a6417dff5a36b8 70a141218d3c03d0 1ff58dfff784c834 301eb8d32e6296ab d0b161bd710e0f42 be336bbaf4b38905 1a8646da32d35fa2 3d396b5ed716b453 b96aa9b3edc06662 1ea8af553877f8d5 d1803695fcfd91c8 429c76ca444711cb 05efbd5fe26f59e2 9608f7ecf7d1129d ce262310b6833afb dd265ba68bedd523 6fe8bdf547ec3b2c ae53c74918cb0c11 a4be891a21a4dbae 5ae7643e4af6f22a d6185e250c48fbb8 4b14606ffcc3bb85 397255908a59acfe 92062318173285c9 7f267ed076ef83d5 b583d82038331186 9ad76f152d52c7e5 cb33a39d05503ccd 20c4db597f3661bc beddd6a067ebe10d 94f7644753c4dab1 7976df75354ea0c3 b76eba2c45f3fa33
cE33gEe2mdvQXm0X,25107d8b1999f0b1 3016c54cb5835eca 59725cf0a9a050ea ef5c00944391b851 d3b5edcb0439615b d0f7fe86b4ee4bdb 761bb3e4bda7cb3d 629e302b05aa98d1 ba8a19f19d272a21 1d1fa6f55d9cf8f4 48a99be4889c7f6d 5d1383cf9fd5aaef b683c10c4b47ef1b ad306b2d547ff27d cd4d427029ce0263 8247ced682ceccf4 3bfeb4e3c612d28e 7f1f6fc2df258612 62d495c72cbb5995 c51df6bed6b6a1c6 63f3a727b301c5f1 736bc5fa9e4b57b4 49af2d31fa2f2adf fc0cbad4844061a4 72eb7731b17f0ad7 2472c6e84d716236 7c7fc1e84f158317 22cc024ae5e828ae a3cc5d2453813f8a 8fd0fa534e2fe08d a60e05f54109c1c6 908556ad877fa0a2 30919dce4919c41b bdfc5e321e952b78 d9c1c4406c9c9b66 b68ca00c87d722ab cf1a324f7d2d9328 c93b197fdb6b148a 9fbe96a7613fd61a 684199ab72ff3abf 10794535cb5c58b5 796b4d710a713b22 aed6043e9f0378ac 66194acb50d2baa4 271df7f65512777d 6b99c3ba091155d1 8c4f931517dc2604 00f60f01b3203484 0071904693d9f0ec d1a83073d831ff69
tchjbSd9Vf24F6YC,63f32f275aef7de7 b8f547832e80a252 c9395783343d10eb afaa51df13e7e519 8eae64e48e9325ea 6ea10b7a22981ef4 67bd2ce4b055a330 7956e14a9b084158 2eed73c35801a1bc 5c979a9e8c2f424c 5ac602932b4b3ccb 3da9ea31e86779a7 55d6f7e0a0047365 5338edab857b3fb7 4d79a7febba55948 e76c402aae54f5d7 55124e54e2bc1a63 6caf4d2af291f30c ed2ab312e3a2e7e6 9354fec539a73336 92d5c28aba70efd8 2320fd999177e3b9 ac044aff62bae01d 4b1db6bd07e89b0e 54fab95929040bd7 e7a8cf0d54e8c524 8528bb206012864d d201fc8eda11cb0a b76c667857fbb887 719872dd7b9d3830 75d0d69bdfd53657 ca379ff010d34ff3 ccdc0d199d5b0be9 a983521bbfbe51e6 fe6e7fc004f6845c f14d4c6426ad9d81 e1d9b987a1b48d44 36d801bbe4b95b4d d630111a53a857c4 bf7ae2dfd2af1dbf 9b5f597cb5d4db37 daf696e0314b4b13 9ae85bea2d1acb93 90900ab0685c109b 72e54f5463c6525e b14370a2c0d2ec98 8a435d3e09f0de1a e314c7a029de857c f24eb2c507364f1c 6c5b41a3357afbdc
sn4OD7XTVpQ02iJU,74dc5fd4bcc234d5 0e1be2d64828d21c 96f41372144d4459 40f65a40e0e9e063 a81b77d58a804610 db3706bd49f90808 3b1ccea085d1eff0 6425bfee13557a29 20c0be8293f20812 2c65e59ebe51a3cc c31e3211e7927e98 a0314025196e497c 57060b06acb5eca7 f1c5ee84309c8085 82f1499aaf75005d ca142b539f9d0824 9e23e621ce478542 90ec932adb42e700 a5078110eee03156 feccc1bf1bb39cb0 bd720f2179a21564 b8cc9d80720b6c15 9a0555706a5975dc 68325bb5388f1d23 89adcffedeaaa8e4 08b83b4246785fad 1dfac3220e265c28 462b3d3b892a6daa d120f96592a5a3cc 0bfba26f282c92cc fb5005adb7e0dc82 3a02fb352147593f 9ca97bc4f8323712 3526008ac85ccaf4 6fb7940daa4bcc16 7411240a080841e8 1f430d40d50f3465 0f08cd8764f48b51 a7b46f17b8ee496c bdf4e155a2c83481 a17d31c99eca224e 3ac2ddd10a160ce1 00815618a669e6b2 63543fb537b2d16a 0fad037112d08103 5eb111a8bfc7c752 35daddf4450155c6 d07f886e80733a7d c65fdc3f5969859b 6492c99424effb2a
